"","Group","Description","District","Date","Year","Month","Day.of.Week","Hour","Street"
"1952","Simple Assault","ASSAULT SIMPLE - BATTERY","E5","2018-09-18",2018,9,"Tuesday",9,"RUSSETT RD"
"1953","Residential Burglary","BURGLARY - RESIDENTIAL - NO FORCE","C6","2018-09-25",2018,9,"Tuesday",18,"GIFFORD PL"
"1954","Drug Violation","DRUGS - POSS CLASS D","E5","2018-09-26",2018,9,"Wednesday",9,"W BOUNDARY RD"
"1955","Investigate Person","INVESTIGATE PERSON","C6","2018-09-24",2018,9,"Monday",2,"E FOURTH ST"
"1956","Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","C11","2018-09-26",2018,9,"Wednesday",8,"COLUMBIA RD"
"1957","Towed","TOWED MOTOR VEHICLE","D14","2018-09-26",2018,9,"Wednesday",9,"PARSONS ST"
"1958","Investigate Property","INVESTIGATE PROPERTY","C11","2018-09-26",2018,9,"Wednesday",9,"LEEDSVILLE ST"
"1959","Investigate Property","INVESTIGATE PROPERTY","C11","2018-09-26",2018,9,"Wednesday",8,"BEARSE AVE"
"1960","Harassment","HARASSMENT","E5","2018-09-25",2018,9,"Tuesday",8,"CHELLMAN ST"
"1961","Towed","TOWED MOTOR VEHICLE","E13","2018-09-26",2018,9,"Wednesday",7,"MONTEBELLO RD"
"1962","Towed","TOWED MOTOR VEHICLE","D4","2018-09-26",2018,9,"Wednesday",7,"RUTLAND ST"
"1963","Motor Vehicle Accident Response","M/V ACCIDENT - POLICE VEHICLE","D14","2018-09-26",2018,9,"Wednesday",9,"ACADEMY HILL RD"
"1964","Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","A15","2018-09-25",2018,9,"Tuesday",13,"VINE ST"
"1965","Investigate Person","INVESTIGATE PERSON","E13","2018-09-26",2018,9,"Wednesday",7,"ATHERTON ST"
"1966","Towed","TOWED MOTOR VEHICLE","C6","2018-09-26",2018,9,"Wednesday",8,"BOWEN ST"
"1967","Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","E13","2018-09-24",2018,9,"Monday",18,"GREEN ST"
"1968","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","B2","2018-09-26",2018,9,"Wednesday",8,"SHAWMUT AVE"
"1969","Aggravated Assault","ASSAULT - AGGRAVATED","B2","2018-09-26",2018,9,"Wednesday",8,"SHAWMUT AVE"
"1970","Investigate Person","INVESTIGATE PERSON","B2","2018-09-26",2018,9,"Wednesday",2,"SLAYTON WAY"
"1971","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11","2018-09-25",2018,9,"Tuesday",19,"HARBOR VIEW ST"
"1972","Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","A15","2018-09-26",2018,9,"Wednesday",5,"ALFORD ST"
"1973","Investigate Person","INVESTIGATE PERSON","B2","2018-09-26",2018,9,"Wednesday",7,"DUDLEY ST"
"1974","Vandalism","VANDALISM","B2","2018-09-26",2018,9,"Wednesday",7,"TREMONT ST"
"1975","Investigate Person","INVESTIGATE PERSON","B2","2018-09-26",2018,9,"Wednesday",7,"TERRACE ST"
"1976","Other","VAL - VIOLATION OF AUTO LAW - OTHER","B2","2018-09-26",2018,9,"Wednesday",7,"HIGHLAND ST"
"1977","Investigate Person","INVESTIGATE PERSON","C11","2018-09-26",2018,9,"Wednesday",7,"HARBOR VIEW ST"
"1978","Vandalism","VANDALISM","D4","2018-09-26",2018,9,"Wednesday",7,"E CANTON ST"
"1979","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D14","2018-09-25",2018,9,"Tuesday",21,"GUEST ST"
"1980","Investigate Person","INVESTIGATE PERSON","B2","2018-09-26",2018,9,"Wednesday",6,"PONTIAC ST"
"1981","Fraud","FRAUD - WIRE","C11","2018-09-26",2018,9,"Wednesday",7,"BLOOMFIELD ST"
"1982","Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","A15","2018-09-24",2018,9,"Monday",23,"VINE ST"
"1983","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","A15","2018-09-24",2018,9,"Monday",23,"VINE ST"
"1984","Investigate Person","INVESTIGATE PERSON","B3","2018-09-26",2018,9,"Wednesday",6,"HIAWATHA RD"
"1985","Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","B3","2018-09-26",2018,9,"Wednesday",6,"DEERING RD"
"1986","Vandalism","VANDALISM","A1","2018-09-25",2018,9,"Tuesday",23,"PARK PLZ"
"1987","Simple Assault","ASSAULT SIMPLE - BATTERY","A1","2018-09-25",2018,9,"Tuesday",23,"PARK PLZ"
"1988","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E18","2018-09-26",2018,9,"Wednesday",5,"MARIPOSA ST"
"1989","Investigate Property","INVESTIGATE PROPERTY","C11","2018-09-26",2018,9,"Wednesday",5,"WASHINGTON ST"
"1990","Towed","TOWED MOTOR VEHICLE","E5","2018-09-26",2018,9,"Wednesday",5,"WASHINGTON ST"
"1991","Larceny","LARCENY ALL OTHERS","A1","2018-09-26",2018,9,"Wednesday",2,"HIGH ST"
"1992","Investigate Person","INVESTIGATE PERSON","E13","2018-09-26",2018,9,"Wednesday",4,"CENTRE ST"
"1993","Simple Assault","ASSAULT SIMPLE - BATTERY","B2","2018-09-26",2018,9,"Wednesday",3,"WYOMING ST"
"1994","Other","THREATS TO DO BODILY HARM","B2","2018-09-26",2018,9,"Wednesday",3,"WYOMING ST"
"1995","Investigate Person","INVESTIGATE PERSON","E13","2018-09-26",2018,9,"Wednesday",3,"COLUMBUS AVE"
"1996","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B3","2018-09-26",2018,9,"Wednesday",1,"WILMINGTON AVE"
"1997","Verbal Disputes","VERBAL DISPUTE","B3","2018-09-26",2018,9,"Wednesday",1,"WILMINGTON AVE"
"1998","Drug Violation","DRUGS - POSS CLASS D","A7","2018-09-26",2018,9,"Wednesday",1,"BORDER ST"
"1999","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","E5","2018-09-26",2018,9,"Wednesday",2,"LINDALL ST"
"2000","Verbal Disputes","VERBAL DISPUTE","C11","2018-09-26",2018,9,"Wednesday",2,"COFFEY ST"
"2001","Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","C6","2018-09-25",2018,9,"Tuesday",20,"E BROADWAY"
"2002","Verbal Disputes","VERBAL DISPUTE","B3","2018-09-26",2018,9,"Wednesday",0,"CALDER ST"
"2003","Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","D14","2018-09-26",2018,9,"Wednesday",0,"ENGLEWOOD AVE"
"2004","Aggravated Assault","ASSAULT - AGGRAVATED","D4","2018-09-26",2018,9,"Wednesday",0,"BOYLSTON ST"
"2005","Residential Burglary","BURGLARY - RESIDENTIAL - FORCE","A1","2018-09-26",2018,9,"Wednesday",0,"GARDEN COURT ST"
"2006","Investigate Person","INVESTIGATE PERSON","C11","2018-09-26",2018,9,"Wednesday",0,"DRAPER ST"
"2007","Warrant Arrests","WARRANT ARREST","A1","2018-09-25",2018,9,"Tuesday",23,"NEW SUDBURY ST"
"2008","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E18","2018-09-25",2018,9,"Tuesday",23,"PINEDALE RD"
"2009","Simple Assault","ASSAULT SIMPLE - BATTERY","A7","2018-09-25",2018,9,"Tuesday",22,"LEYDEN ST"
"2010","Investigate Person","INVESTIGATE PERSON","B3","2018-09-25",2018,9,"Tuesday",21,"SPENCER ST"
"2011","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","D4","2018-09-25",2018,9,"Tuesday",19,"MASSACHUSETTS AVE"
"2012","Larceny","LARCENY ALL OTHERS","C11","2018-09-25",2018,9,"Tuesday",21,"WRENTHAM ST"
"2013","Larceny","LARCENY SHOPLIFTING","C11","2018-09-25",2018,9,"Tuesday",22,"BOWDOIN ST"
"2014","Simple Assault","ASSAULT - SIMPLE","A1","2018-09-25",2018,9,"Tuesday",21,"TREMONT ST"
"2015","Harassment","HARASSMENT","C6","2018-09-25",2018,9,"Tuesday",20,"MASSACHUSETTS AVE"
"2016","Investigate Person","INVESTIGATE PERSON","E13","2018-09-25",2018,9,"Tuesday",22,"CHESTNUT AVE"
"2017","Missing Person Located","MISSING PERSON - LOCATED","E13","2018-09-25",2018,9,"Tuesday",22,"CHESTNUT AVE"
"2018","Motor Vehicle Accident Response","M/V ACCIDENT - INVOLVING  BICYCLE - INJURY","C6","2018-09-25",2018,9,"Tuesday",21,"SOUTHAMPTON ST"
"2019","Property Lost","PROPERTY - LOST","A7","2018-09-25",2018,9,"Tuesday",20,"CHELSEA ST"
"2020","Vandalism","VANDALISM","B3","2018-09-25",2018,9,"Tuesday",20,"RIVER ST"
"2021","Vandalism","VANDALISM","D4","2018-09-25",2018,9,"Tuesday",10,"MASSACHUSETTS AVE"
"2022","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","A1","2018-09-25",2018,9,"Tuesday",17,"ATLANTIC AVE"
"2023","Larceny","LARCENY THEFT FROM BUILDING","A1","2018-09-25",2018,9,"Tuesday",17,"STUART ST"
"2024","Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","E18","2018-09-25",2018,9,"Tuesday",20,"MILTON ST"
"2025","Fraud","FRAUD - IMPERSONATION","A7","2018-09-22",2018,9,"Saturday",10,"SUMNER ST"
"2026","Harassment","HARASSMENT","A7","2018-09-22",2018,9,"Saturday",10,"SUMNER ST"
"2027","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","A15","2018-09-25",2018,9,"Tuesday",20,"BUNKER HILL ST"
"2028","Restraining Order Violations","VIOL. OF RESTRAINING ORDER W NO ARREST","E18","2018-09-25",2018,9,"Tuesday",21,"WEYBOSSET ST"
"2029","Violations","VAL - OPERATING W/O AUTHORIZATION LAWFUL","D4","2018-09-25",2018,9,"Tuesday",20,"W SPRINGFIELD ST"
"2030","Property Lost","PROPERTY - MISSING","B3","2018-09-24",2018,9,"Monday",20,"EUCLID ST"
"2031","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PERSONAL INJURY","E13","2018-09-25",2018,9,"Tuesday",20,"JAMAICAWAY"
"2032","Investigate Property","INVESTIGATE PROPERTY","E5","2018-09-25",2018,9,"Tuesday",20,"POPLAR ST"
"2033","Robbery","ROBBERY - COMMERCIAL","E18","2018-09-25",2018,9,"Tuesday",20,"NEPONSET VALLEY PKWY"
"2034","Drug Violation","DRUGS - SALE / MANUFACTURING","D4","2018-09-25",2018,9,"Tuesday",18,"GAINSBOROUGH ST"
"2035","Drug Violation","DRUGS - POSS CLASS A - HEROIN, ETC. ","D4","2018-09-25",2018,9,"Tuesday",18,"GAINSBOROUGH ST"
"2036","Drug Violation","DRUGS - POSS CLASS B - COCAINE, ETC.","D4","2018-09-25",2018,9,"Tuesday",17,"NORTHAMPTON ST"
"2037","Drug Violation","DRUGS - POSS CLASS B - COCAINE, ETC.","A1","2018-09-25",2018,9,"Tuesday",19,"BOYLSTON ST"
"2038","Other","TRESPASSING","A1","2018-09-25",2018,9,"Tuesday",19,"BOYLSTON ST"
"2039","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B3","2018-09-25",2018,9,"Tuesday",16,"JOHNSTON RD"
"2040","Drug Violation","DRUGS - SALE / MANUFACTURING","A1","2018-09-25",2018,9,"Tuesday",20,"NEW SUDBURY ST"
"2041","Larceny","LARCENY THEFT FROM BUILDING","C11","2018-09-25",2018,9,"Tuesday",17,"CAMERON ST"
"2042","Investigate Property","INVESTIGATE PROPERTY","E18","2018-09-25",2018,9,"Tuesday",0,"HYDE PARK AVE"
"2043","Investigate Property","INVESTIGATE PROPERTY","E18","2018-09-25",2018,9,"Tuesday",0,"HYDE PARK AVE"
"2044","Verbal Disputes","VERBAL DISPUTE","D4","2018-09-25",2018,9,"Tuesday",18,"SAN JUAN ST"
"2045","Towed","TOWED MOTOR VEHICLE","D4","2018-09-25",2018,9,"Tuesday",18,"BOYLSTON ST"
"2046","Vandalism","VANDALISM","D4","2018-09-25",2018,9,"Tuesday",19,"BEACON ST"
"2047","Investigate Person","INVESTIGATE PERSON","A1","2018-09-25",2018,9,"Tuesday",16,"WASHINGTON ST"
"2048","Verbal Disputes","VERBAL DISPUTE","C11","2018-09-25",2018,9,"Tuesday",18,"PARK ST"
"2049","Investigate Person","INVESTIGATE PERSON","B3","2018-09-25",2018,9,"Tuesday",15,"BLUE HILL AVE"
"2050","Investigate Person","INVESTIGATE PERSON","E18","2018-09-25",2018,9,"Tuesday",18,"ROSA ST"
"2051","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","D14","2018-09-24",2018,9,"Monday",21,"SHANNON ST"
"2052","Simple Assault","ASSAULT SIMPLE - BATTERY","E18","2018-09-25",2018,9,"Tuesday",17,"METROPOLITAN AVE"
"2053","Vandalism","VANDALISM","D4","2018-09-25",2018,9,"Tuesday",18,"TREMONT ST"
"2054","Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","A15","2018-09-25",2018,9,"Tuesday",18,"MEDFORD ST"
"2055","Harassment","HARASSMENT","D14","2018-09-25",2018,9,"Tuesday",18,"MELTON RD"
"2056","Other","THREATS TO DO BODILY HARM","E13","2018-09-25",2018,9,"Tuesday",17,"CENTRE ST"
"2057","Towed","TOWED MOTOR VEHICLE","C6","2018-09-25",2018,9,"Tuesday",18,"BELLFLOWER ST"
"2058","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","C6","2018-09-25",2018,9,"Tuesday",18,"OLD COLONY AVE"
"2059","Vandalism","VANDALISM","D4","2018-09-25",2018,9,"Tuesday",16,"TROTTER CT"
"2060","Embezzlement","EMBEZZLEMENT","D4","2018-09-25",2018,9,"Tuesday",17,"DALTON ST"
"2061","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E5","2018-09-25",2018,9,"Tuesday",17,"BROOKWAY RD"
"2062","Motor Vehicle Accident Response","M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY","A1","2018-09-25",2018,9,"Tuesday",17,"BROAD ST"
"2063","Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","B2","2018-09-25",2018,9,"Tuesday",17,"BLUE HILL AVE"
"2064","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","A1","2018-09-25",2018,9,"Tuesday",16,"STUART ST"
"2065","Property Lost","PROPERTY - LOST","D4","2018-08-25",2018,8,"Saturday",0,"TREMONT ST"
"2066","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C6","2018-09-25",2018,9,"Tuesday",17,"SUMMER ST"
"2067","Other","TRESPASSING","B2","2018-09-25",2018,9,"Tuesday",17,"ALTHER ST"
"2068","Simple Assault","ASSAULT SIMPLE - BATTERY","B2","2018-09-25",2018,9,"Tuesday",17,"TUPELO ST"
"2069","Other","THREATS TO DO BODILY HARM","C6","2018-09-25",2018,9,"Tuesday",17,"B ST"
"2070","Landlord/Tenant Disputes","LANDLORD - TENANT SERVICE","B3","2018-09-25",2018,9,"Tuesday",16,"WOOLSON ST"
"2071","Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","C11","2018-09-25",2018,9,"Tuesday",16,"MAYFIELD ST"
"2072","Vandalism","VANDALISM","C11","2018-09-25",2018,9,"Tuesday",16,"MAYFIELD ST"
"2073","Simple Assault","ASSAULT SIMPLE - BATTERY","C11","2018-09-25",2018,9,"Tuesday",16,"MAYFIELD ST"
"2074","Other","THREATS TO DO BODILY HARM","C11","2018-09-25",2018,9,"Tuesday",16,"MAYFIELD ST"
"2075","Robbery","ROBBERY - STREET","A1","2018-09-25",2018,9,"Tuesday",16,"WASHINGTON ST"
"2076","Larceny","LARCENY THEFT FROM BUILDING","D4","2018-09-25",2018,9,"Tuesday",15,"RANDOLPH ST"
"2077","Investigate Person","INVESTIGATE PERSON","C11","2018-09-25",2018,9,"Tuesday",16,"E COTTAGE ST"
"2078","Verbal Disputes","VERBAL DISPUTE","A1","2018-09-25",2018,9,"Tuesday",16,"SALEM ST"
"2079","Simple Assault","ASSAULT SIMPLE - BATTERY","B2","2018-09-25",2018,9,"Tuesday",16,"PRENTISS ST"
"2080","Investigate Property","INVESTIGATE PROPERTY","E5","2018-09-06",2018,9,"Thursday",17,"CUMMINS HWY"
"2081","Auto Theft","AUTO THEFT","D14","2018-09-25",2018,9,"Tuesday",17,"FANEUIL ST"
"2082","Investigate Person","INVESTIGATE PERSON","C11","2018-09-25",2018,9,"Tuesday",16,"DORCHESTER AVE"
"2083","Motor Vehicle Accident Response","M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY","E13","2018-09-25",2018,9,"Tuesday",16,"CUSTER ST"
"2084","Fraud","FRAUD - FALSE PRETENSE / SCHEME","D14","2018-09-24",2018,9,"Monday",15,"WASHINGTON ST"
"2085","Other","TRESPASSING","A1","2018-09-25",2018,9,"Tuesday",15,"STUART ST"
"2086","Disorderly Conduct","DISORDERLY CONDUCT","A1","2018-09-25",2018,9,"Tuesday",15,"STUART ST"
"2087","Other","THREATS TO DO BODILY HARM","A1","2018-09-25",2018,9,"Tuesday",15,"STUART ST"
"2088","Drug Violation","DRUGS - SALE / MANUFACTURING","B2","2018-09-25",2018,9,"Tuesday",16,"E COTTAGE ST"
"2089","Drug Violation","DRUGS - POSS CLASS A - HEROIN, ETC. ","B2","2018-09-25",2018,9,"Tuesday",16,"E COTTAGE ST"
"2090","Drug Violation","DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP","B2","2018-09-25",2018,9,"Tuesday",16,"E COTTAGE ST"
"2091","Drug Violation","DRUGS - POSS CLASS B - COCAINE, ETC.","B2","2018-09-25",2018,9,"Tuesday",16,"E COTTAGE ST"
"2092","Drug Violation","DRUGS - OTHER","B2","2018-09-25",2018,9,"Tuesday",16,"SCHROEDER PLZ"
"2093","Simple Assault","ASSAULT SIMPLE - BATTERY","C6","2018-09-25",2018,9,"Tuesday",16,"MASSACHUSETTS AVE"
"2094","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","D14","2018-09-25",2018,9,"Tuesday",16,"WINSHIP ST"
"2095","Property Lost","PROPERTY - MISSING","D4","2018-09-04",2018,9,"Tuesday",13,"SAINT JAMES AVE"
"2096","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","A15","2018-09-25",2018,9,"Tuesday",15,"MAIN ST"
"2097","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","D14","2018-09-25",2018,9,"Tuesday",8,"SNOW ST"
"2098","Investigate Person","INVESTIGATE PERSON","C11","2018-09-24",2018,9,"Monday",15,"RICHMOND ST"
"2099","Other","TRESPASSING","C11","2018-09-25",2018,9,"Tuesday",14,"RITA RD"
"2100","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D14","2018-09-25",2018,9,"Tuesday",16,"ETNA ST"
"2101","Investigate Person","INVESTIGATE PERSON","B2","2018-09-25",2018,9,"Tuesday",14,"FRANCIS ST"
"2102","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","B3","2018-09-17",2018,9,"Monday",7,"BROOKVIEW ST"
"2103","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","A7","2018-09-25",2018,9,"Tuesday",14,"MONMOUTH ST"
"2104","Larceny","LARCENY ALL OTHERS","C11","2018-09-19",2018,9,"Wednesday",11,"ADAMS ST"
"2105","Counterfeiting","FORGERY / COUNTERFEITING","C11","2018-09-19",2018,9,"Wednesday",11,"ADAMS ST"
"2106","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D14","2018-09-25",2018,9,"Tuesday",16,"COMMONWEALTH AVE"
"2107","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B3","2018-09-25",2018,9,"Tuesday",14,"MAXWELL ST"
"2108","Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","C6","2018-09-25",2018,9,"Tuesday",8,"E SECOND ST"
"2109","Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","A1","2018-09-25",2018,9,"Tuesday",15,"HIGH ST"
"2110","Larceny","LARCENY THEFT OF BICYCLE","D4","2018-09-12",2018,9,"Wednesday",11,"HARRISON AVE"
"2111","Simple Assault","ASSAULT SIMPLE - BATTERY","C6","2018-09-25",2018,9,"Tuesday",14,"BAKER CT"
"2112","Larceny","LARCENY ALL OTHERS","A7","2018-09-25",2018,9,"Tuesday",15,"MAVERICK ST"
"2113","Vandalism","VANDALISM","E18","2018-09-24",2018,9,"Monday",16,"CUMMINS HWY"
"2114","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","D4","2018-09-25",2018,9,"Tuesday",13,"HUNTINGTON AVE"
"2115","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11","2018-09-24",2018,9,"Monday",7,"SAVIN HILL AVE"
"2116","Residential Burglary","BURGLARY - RESIDENTIAL - NO FORCE","B3","2018-09-25",2018,9,"Tuesday",3,"LIVERMORE ST"
"2117","Verbal Disputes","VERBAL DISPUTE","B2","2018-09-25",2018,9,"Tuesday",14,"WASHINGTON ST"
"2118","Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","C6","2018-09-25",2018,9,"Tuesday",14,"BELLFLOWER ST"
"2119","Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","E18","2018-09-25",2018,9,"Tuesday",13,"FRAZER ST"
"2120","Property Lost","PROPERTY - LOST","D14","2018-09-25",2018,9,"Tuesday",14,"WASHINGTON ST"
"2121","Simple Assault","ASSAULT SIMPLE - BATTERY","A1","2018-09-25",2018,9,"Tuesday",14,"LANCASTER ST"
"2122","Property Lost","PROPERTY - LOST","C11","2018-09-23",2018,9,"Sunday",15,"DORCHESTER AVE"
"2123","Property Lost","PROPERTY - LOST","B2","2018-09-25",2018,9,"Tuesday",14,"WASHINGTON ST"
"2124","Verbal Disputes","VERBAL DISPUTE","B2","2018-09-25",2018,9,"Tuesday",12,"DRAYTON AVE"
"2125","Auto Theft","AUTO THEFT - LEASED/RENTED VEHICLE","A1","2018-09-23",2018,9,"Sunday",9,"W CEDAR ST"
"2126","Investigate Person","INVESTIGATE PERSON","A1","2018-09-23",2018,9,"Sunday",9,"W CEDAR ST"
"2127","Other","THREATS TO DO BODILY HARM","D4","2018-09-25",2018,9,"Tuesday",14,"BOYLSTON ST"
"2128","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11","2018-09-25",2018,9,"Tuesday",13,"WESTVILLE ST"
"2129","Verbal Disputes","VERBAL DISPUTE","C11","2018-09-25",2018,9,"Tuesday",13,"HARBOR VIEW ST"
"2130","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","E18","2018-09-25",2018,9,"Tuesday",11,"MEADOW RD"
"2131","Verbal Disputes","VERBAL DISPUTE","C11","2018-09-25",2018,9,"Tuesday",14,"GENEVA AVE"
"2132","Property Lost","PROPERTY - LOST","B2","2018-09-07",2018,9,"Friday",23,"N CHARLAME CT"
"2133","Motor Vehicle Accident Response","M/V ACCIDENT - POLICE VEHICLE","E18","2018-09-25",2018,9,"Tuesday",8,"GORDON AVE"
"2134","Property Found","PROPERTY - FOUND","D4","2018-09-25",2018,9,"Tuesday",13,"EXETER ST"
"2135","Simple Assault","ASSAULT - SIMPLE","A1","2018-09-25",2018,9,"Tuesday",12,"CHARLES ST S"
"2136","Simple Assault","ASSAULT SIMPLE - BATTERY","A1","2018-09-25",2018,9,"Tuesday",12,"CHARLES ST S"
"2137","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11","2018-09-25",2018,9,"Tuesday",12,"ADAMS ST"
"2138","Simple Assault","ASSAULT SIMPLE - BATTERY","A1","2018-09-25",2018,9,"Tuesday",12,"SUMMER ST"
"2139","Warrant Arrests","WARRANT ARREST","A1","2018-09-27",2018,9,"Thursday",20,"NEW SUDBURY ST"
"2140","Vandalism","VANDALISM","D14","2018-09-19",2018,9,"Wednesday",14,"TREMONT ST"
"2141","Motor Vehicle Accident Response","M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY","A1","2018-09-25",2018,9,"Tuesday",12,"WASHINGTON ST"
"2142","Drug Violation","DRUGS - POSS CLASS A - HEROIN, ETC. ","B2","2018-09-25",2018,9,"Tuesday",13,"SHERMAN ST"
"2143","Verbal Disputes","VERBAL DISPUTE","B2","2018-09-25",2018,9,"Tuesday",13,"CLIFTON ST"
"2144","Larceny","LARCENY SHOPLIFTING","B2","2018-09-18",2018,9,"Tuesday",12,"WASHINGTON ST"
"2145","Other","TRESPASSING","B2","2018-09-18",2018,9,"Tuesday",12,"WASHINGTON ST"
"2146","Residential Burglary","BURGLARY - RESIDENTIAL - FORCE","B3","2018-09-25",2018,9,"Tuesday",12,"WILDWOOD ST"
"2147","Motor Vehicle Accident Response","M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY","C6","2018-09-25",2018,9,"Tuesday",12,"PREBLE ST"
"2148","Towed","TOWED MOTOR VEHICLE","A1","2018-09-25",2018,9,"Tuesday",7,"COOPER ST"
"2149","Drug Violation","DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP","C11","2018-09-25",2018,9,"Tuesday",12,"STOUGHTON ST"
"2150","Drug Violation","DRUGS - POSS CLASS D","C11","2018-09-25",2018,9,"Tuesday",12,"STOUGHTON ST"
"2151","Drug Violation","DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP","C11","2018-09-25",2018,9,"Tuesday",12,"STOUGHTON ST"
"2152","Drug Violation","DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP","C11","2018-09-25",2018,9,"Tuesday",12,"STOUGHTON ST"
"2153","Residential Burglary","BURGLARY - RESIDENTIAL - NO FORCE","B2","2018-09-25",2018,9,"Tuesday",11,"BROOKFORD ST"
"2154","Larceny","LARCENY ALL OTHERS","B2","2018-09-25",2018,9,"Tuesday",11,"BROOKFORD ST"
"2155","Simple Assault","ASSAULT SIMPLE - BATTERY","C6","2018-09-25",2018,9,"Tuesday",12,"MASSACHUSETTS AVE"
"2156","Other","TRESPASSING","C6","2018-09-25",2018,9,"Tuesday",12,"MASSACHUSETTS AVE"
"2157","Warrant Arrests","WARRANT ARREST","C6","2018-09-25",2018,9,"Tuesday",12,"MASSACHUSETTS AVE"
"2158","Harassment","HARASSMENT","C11","2018-09-25",2018,9,"Tuesday",11,"VICTORY RD"
"2159","Medical Assistance","SUDDEN DEATH","A15","2018-09-25",2018,9,"Tuesday",12,"WALFORD WAY"
"2160","Simple Assault","ASSAULT SIMPLE - BATTERY","D4","2018-09-24",2018,9,"Monday",19,"TREMONT ST"
